History,cb1d940f-6333-11e6-9eec-a45e60eb67c5,7.2,PG,1957,"{'japan','resistance','japanese'}","The Bridge on the River Kwai"
Drama,cb28d0b3-6333-11e6-a528-a45e60eb67c5,6.7,G,1957,"{'ranch','shooting','bear'}","Old Yeller"
Adventure,cb28d0b3-6333-11e6-a528-a45e60eb67c5,6.7,G,1957,"{'ranch','shooting','bear'}","Old Yeller"
Western,cb28d0b3-6333-11e6-a528-a45e60eb67c5,6.7,G,1957,"{'ranch','shooting','bear'}","Old Yeller"
Drama,cb1dfb8a-6333-11e6-b910-a45e60eb67c5,7.7,PG-13,1958,"{'hotel','border','evidence'}","Touch of Evil"
Thriller,cb1dfb8a-6333-11e6-b910-a45e60eb67c5,7.7,PG-13,1958,"{'hotel','border','evidence'}","Touch of Evil"
Crime,cb1dfb8a-6333-11e6-b910-a45e60eb67c5,7.7,PG-13,1958,"{'hotel','border','evidence'}","Touch of Evil"
Romance,cb26cf9c-6333-11e6-8cea-a45e60eb67c5,5.1,G,1958,"{'courtesan','champagne','jewelry'}","Gigi"
Comedy,cb26cf9c-6333-11e6-8cea-a45e60eb67c5,5.1,G,1958,"{'courtesan','champagne','jewelry'}","Gigi"
Music,cb26cf9c-6333-11e6-8cea-a45e60eb67c5,5.1,G,1958,"{'courtesan','champagne','jewelry'}","Gigi"
Drama,cb1d25bd-6333-11e6-8072-a45e60eb67c5,7.5,PG,1958,"{'bachelor','sense-of-guilt','san-francisco'}","Vertigo"
Mystery,cb1d25bd-6333-11e6-8072-a45e60eb67c5,7.5,PG,1958,"{'bachelor','sense-of-guilt','san-francisco'}","Vertigo"
Romance,cb1d25bd-6333-11e6-8072-a45e60eb67c5,7.5,PG,1958,"{'bachelor','sense-of-guilt','san-francisco'}","Vertigo"
Thriller,cb1d25bd-6333-11e6-8072-a45e60eb67c5,7.5,PG,1958,"{'bachelor','sense-of-guilt','san-francisco'}","Vertigo"
Crime,cb1d25bd-6333-11e6-8072-a45e60eb67c5,7.5,PG,1958,"{'bachelor','sense-of-guilt','san-francisco'}","Vertigo"
Drama,cb22f73a-6333-11e6-9863-a45e60eb67c5,6.5,PG,1958,"{'hostility','bias','prison'}","The Defiant Ones"
Thriller,cb22f73a-6333-11e6-9863-a45e60eb67c5,6.5,PG,1958,"{'hostility','bias','prison'}","The Defiant Ones"
Action,cb25fd4a-6333-11e6-8079-a45e60eb67c5,6.3,G,1958,"{'island','lamp','sinbad'}","The 7th Voyage of Sinbad"
Fantasy,cb25fd4a-6333-11e6-8079-a45e60eb67c5,6.3,G,1958,"{'island','lamp','sinbad'}","The 7th Voyage of Sinbad"
Adventure,cb25fd4a-6333-11e6-8079-a45e60eb67c5,6.3,G,1958,"{'island','lamp','sinbad'}","The 7th Voyage of Sinbad"
Family,cb25fd4a-6333-11e6-8079-a45e60eb67c5,6.3,G,1958,"{'island','lamp','sinbad'}","The 7th Voyage of Sinbad"
