cb2631b8-6333-11e6-8144-a45e60eb67c5,6.1,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.","{'Animation','Family'}",G,,1944-12-21,1944,"The Three Caballeros",Movie,http://movies.disney.com/the-three-caballeros,be5bdb90-5839-11e6-a324-8531257b399d
cb27a805-6333-11e6-8618-a45e60eb67c5,2.7,"An Army colonel leads a guerrilla campaign against the Japanese in the Philippines.","{'Drama','Action','War'}",PG-13,,1945-05-30,1945,"Back to Bataan",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1da028-6333-11e6-a420-a45e60eb67c5,5.7,"At a railway station cafe, housewife Laura Jesson meets doctor Alec Harvey. Both of them are already married, but they continue to meet at the cafe every Thursday despite the knowledge that their blossoming love is impossible.","{'Drama','Romance'}",PG-13,,1945-11-25,1945,"Brief Encounter",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb237f17-6333-11e6-b9c6-a45e60eb67c5,6.5,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete many begin to question if he truly is Santa Claus while others question his sanity.","{'Drama','Family'}",G,,1947-05-02,1947,"Miracle on 34th Street",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb27f38f-6333-11e6-9106-a45e60eb67c5,5.0,"Stroud, a crime magazine's crusading editor has to post-pone a vacation with his wife, again, when a glamorous blonde is murdered and he is assigned by his publishing boss Janoth to find the killer. As the investigation proceeds to its conclusion, Stroud must try to disrupt his ordinarily brilliant investigative team as they increasingly build evidence (albeit wrong) that he is the killer.","{'Drama','Mystery','Thriller','Crime'}",PG,,1948-04-09,1948,"The Big Clock",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1edde6-6333-11e6-ae46-a45e60eb67c5,7.7,"Two hapless frieght handlers find themselves encountering Dracula, the Frankenstein Monster and the Wolf Man.","{'Horror','Comedy'}",PG,,1948-06-15,1948,"Abbott and Costello Meet Frankenstein",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb22ac4f-6333-11e6-ad02-a45e60eb67c5,6.6,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.","{'Romance','Fantasy','Animation','Family'}",G,,1950-03-04,1950,"Cinderella",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb279dd1-6333-11e6-bcc1-a45e60eb67c5,6.3,"Frank Bigelow, told he's been poisoned and has only a few days to live, tries to find out who killed him and why.","{'Drama','Mystery','Crime'}",G,,1950-04-30,1950,"D.O.A.",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d73fa-6333-11e6-bb04-a45e60eb67c5,7.3,"Aspiring actress Eve Harrington maneuvers her way into the lives of Broadway star Margo Channing, playwright Lloyd Richards and director Bill Sampson.","{'Drama'}",PG,,1950-10-13,1950,"All About Eve",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d9ae3-6333-11e6-950c-a45e60eb67c5,7.1,"A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder...a theory that he plans to implement.","{'Thriller','Crime'}",PG,,1951-06-30,1951,"Strangers on a Train",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb239cca-6333-11e6-a00e-a45e60eb67c5,6.6,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!","{'Fantasy','Animation','Music','Adventure','Family'}",G,,1951-07-26,1951,"Alice in Wonderland",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb267223-6333-11e6-8f20-a45e60eb67c5,6.2,"When a group of astronomers calculate a star is on a course to slam into Earth, a few days before, it's accompanying planet will first pass close enough to the Earth to cause havoc on land and sea. They set about building a rocket so a few selected individuals can escape to the planet.","{'Action','Fantasy','Thriller','Science Fiction'}",G,,1951-08-01,1951,"When Worlds Collide",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d947a-6333-11e6-8c47-a45e60eb67c5,6.8,"An alien and a robot land on earth after World War II and tell mankind to be peaceful or face destruction. A classic science fiction film from Robert Wise with an exceptional message.","{'Drama','Science Fiction','Thriller'}",G,,1951-09-17,1951,"The Day the Earth Stood Still",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d72b3-6333-11e6-b384-a45e60eb67c5,6.9,"A Streetcar Named Desire is the film adaptation from the play by Tennessee Williams and directed by Elia Kazan. The film tells the drama story of the conflict between run down southern states and the exemplary industrial states in the north.  Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.","{'Drama'}",PG,,1951-09-18,1951,"A Streetcar Named Desire",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d31e3-6333-11e6-95c9-a45e60eb67c5,6.8,"At the start of the first World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.","{'Romance','Adventure','War'}",G,,1951-12-23,1951,"The African Queen",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d0585-6333-11e6-9fbc-a45e60eb67c5,7.0,"High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.","{'Western'}",PG,,1952-07-24,1952,"High Noon",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb2ab5a8-6333-11e6-a551-a45e60eb67c5,7.2,"Chaplin's final American film tells the story of a fading music hall comedian's effort to help a despondent ballet dancer learn both to walk and feel confident about life again. The highlight of the film is the classic duet with Chaplin's only real artistic film comedy rival, Buster Keaton.","{'Drama','Romance','Comedy'}",G,,1952-10-31,1952,"Limelight",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb22201e-6333-11e6-8069-a45e60eb67c5,6.6,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.","{'Fantasy','Animation','Music','Adventure','Family'}",G,,1953-02-05,1953,"Peter Pan",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb275aab-6333-11e6-a111-a45e60eb67c5,6.7,"A horribly disfigured sculptor opens up the House of Wax in New York, using the wax-covered bodies of his victims as his displays.","{'Mystery','Horror','Crime'}",PG-13,,1953-04-25,1953,"House of Wax",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb2bfa57-6333-11e6-880b-a45e60eb67c5,3.8,"Young Bart Collins lives with his widowed mother Heloise. The major blight on Bart's existence is the hated piano lessons he is forced to endure under the tutelage of the autocratic Dr. Terwilliker. Bart feels that his mother has fallen under Terwilliker's sinister influence, and gripes to visiting plumber August Zabladowski, without much result. While grimly hammering away at his lessons, Bart dozes off and enters a fantastical musical dream.","{'Fantasy','Music','Family'}",G,,1953-07-01,1953,"The 5,000 Fingers of Dr. T.",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb203c17-6333-11e6-b49a-a45e60eb67c5,6.5,"H.G. Well's classic novel is brought to life is this tale of alien invasion. The residents of a small town are excited when a flaming meteor lands in the hills. Their joy is tempered some what when they discover it has passengers who are not very friendly. The movie itself is understood better when you consider it was made at the height of the Cold War - just replace Martian with Russian.","{'Science Fiction','Horror','Thriller'}",PG,,1953-08-13,1953,"The War of the Worlds",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d87d4-6333-11e6-a879-a45e60eb67c5,7.6,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.","{'Romance','Comedy'}",G,,1953-09-02,1953,"Roman Holiday",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb2de2a1-6333-11e6-8142-a45e60eb67c5,6.5,"A C-47 transport plane, named the Corsair, makes a forced landing in the frozen wastes of Labrador, and the plane's pilot, Captain Dooley, must keep his men alive in deadly conditions while waiting for rescue.","{'Drama','Adventure'}",PG,,1953-09-05,1953,"Island in the Sky",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb26f242-6333-11e6-b820-a45e60eb67c5,6.6,"The great Jimmy Stewart and June Allyson star in this vibrant tribute to one of America's legendary bandleaders, charting Miller's rise from obscurity and poverty to fame and wealth in the early 1940's.","{'Drama','Music','History'}",PG,,1954-01-08,1954,"The Glenn Miller Story",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb22688a-6333-11e6-b53e-a45e60eb67c5,6.6,"A scientific expedition searching for fossils along the Amazon River discover a prehistoric Gill-Man in the legendary Black Lagoon. The explorers capture the mysterious creature, but it breaks free. The Gill-Man returns to kidnap the lovely Kay, fiancée of one of the expedition, with whom it has fallen in love.","{'Science Fiction','Horror','Adventure'}",G,,1954-03-05,1954,"Creature from the Black Lagoon",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d3997-6333-11e6-897c-a45e60eb67c5,7.4,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead.","{'Crime'}",PG,,1954-05-29,1954,"Dial M for Murder",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d64ab-6333-11e6-8f06-a45e60eb67c5,7.9,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.","{'Drama','Crime'}",PG,,1954-06-22,1954,"On the Waterfront",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb268f1e-6333-11e6-a72e-a45e60eb67c5,5.9,"Things are different for the Pontipee men now that big brother Adam's fetched a bride and brought her to their cabin. Indeed, the unwed brothers are so inspired they raid the town and carry off brides of their own!","{'Drama','Comedy','Music','Western'}",G,,1954-07-22,1954,"Seven Brides for Seven Brothers",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1ee3f5-6333-11e6-b007-a45e60eb67c5,6.5,"A movie star helps a young singer/actress find fame, even as age and alcoholism send his own career into a downward spiral.","{'Drama','Romance','Music'}",PG,,1954-09-29,1954,"A Star Is Born",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb309f73-6333-11e6-b976-a45e60eb67c5,6.5,"Version of the Bizet opera set in World War II, with new lyrics and an African-American cast.","{'Drama','Romance','Music'}",G,,1954-10-27,1954,"Carmen Jones",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1ce23d-6333-11e6-9b5b-a45e60eb67c5,6.0,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.","{'Drama','Science Fiction','Adventure'}",G,,1954-12-23,1954,"20,000 Leagues Under the Sea",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1cf1fd-6333-11e6-8791-a45e60eb67c5,7.0,"Two brothers compete for their father's approval and a woman's love.","{'Drama'}",PG,,1955-03-09,1955,"East of Eden",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb21b840-6333-11e6-8453-a45e60eb67c5,6.5,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.","{'Animation','Family'}",G,,1955-06-16,1955,"Lady and the Tramp",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb272e4c-6333-11e6-80cd-a45e60eb67c5,6.3,"Will Lockhart (James Stewart) becomes entangled in the happenings of Coronado, an isolated western town, after delivering supplies there. He is especially involved with the Waggomans, an influential ranching family, and begins his search for someone selling rifles to the local Apaches, only to find out it is the son of the most powerful man in the area. It is at this point that his troubles begin.","{'Western'}",PG,,1955-08-31,1955,"The Man from Laramie",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb22aaca-6333-11e6-98c9-a45e60eb67c5,6.4,"Trouble erupts in a small, quiet New England town when a man's body is found in the woods. The problem is that almost everyone in town thinks that they had something to do with his death.","{'Mystery','Comedy','Thriller'}",PG,,1955-10-03,1955,"The Trouble with Harry",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb24d05c-6333-11e6-b218-a45e60eb67c5,4.6,"This joyous celebration of frontier life combines tender romance and violent passion in the Oklahoma Territory of the 1900's, with a timeless score filled with unforgettable songs. Rodgers and Hammerstein's hit Broadway musical.","{'Music'}",G,,1955-10-10,1955,"Oklahoma!",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1cf273-6333-11e6-ba81-a45e60eb67c5,7.2,"Jim Stark, a rebellious young man with a troubled past, moves to a new town with his parents in hope for a fresh start. It doesn’t take Jim long to settle in and make new friends … or new enemies.","{'Drama'}",PG-13,,1955-10-27,1955,"Rebel Without a Cause",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb2dad26-6333-11e6-b49c-a45e60eb67c5,6.7,"The morning of a small town Labor Day picnic, a drifter (Hal Carter) blows into town to visit an old fraternity buddy (Alan Benson) who also happens to be the son of the richest man in town. Hal is an egocentric braggart - all potential and no accomplishment. He meets up with Madge Owens, the town beauty queen and girlfriend of Alan Benson.","{'Drama','Romance'}",PG,,1955-11-18,1955,"Picnic",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1e59ab-6333-11e6-b988-a45e60eb67c5,6.5,"1984 is the first feature film based on George Orwell’s novel 1984.","{'Drama','Science Fiction'}",R,,1956-01-01,1956,"1984",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d9557-6333-11e6-a89a-a45e60eb67c5,7.0,"Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.","{'Science Fiction'}",G,,1956-03-14,1956,"Forbidden Planet",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d47b0-6333-11e6-bac2-a45e60eb67c5,6.6,"A widescreen, Technicolor remake of Hitchcock's own 1934 film of the same title starring James Stewart and Doris Day. A couple vacationing in Morocco with their son accidentally stumble upon an assassination plot. When their son is kidnapped to ensure their silence, they have to take matters into their own hands to save him.","{'Drama','Mystery','Adventure','Thriller','Crime'}",PG,,1956-06-01,1956,"The Man Who Knew Too Much",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1fa4d7-6333-11e6-8ced-a45e60eb67c5,7.1,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.","{'Drama','History'}",G,,1956-10-05,1956,"The Ten Commandments",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1e28e1-6333-11e6-86c9-a45e60eb67c5,6.7,"Sprawling epic covering the life of a Texas cattle rancher and his family and associates.","{'Action','Drama','Western'}",G,,1956-10-10,1956,"Giant",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1ece78-6333-11e6-b999-a45e60eb67c5,5.8,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.","{'Romance','Fantasy','Comedy','Adventure','Family'}",G,,1956-10-17,1956,"Around the World in Eighty Days",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb2e8805-6333-11e6-9687-a45e60eb67c5,5.8,"A down-and-out gangster hires an alcoholic press agent to make his blonde bombshell girlfriend a recording star in 6 weeks. But what is he going to do when he finds out that she has no talent? And what is going to happen when the two fall in love?","{'Comedy'}",PG,,1956-12-01,1956,"The Girl Can't Help It",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb2d12c5-6333-11e6-98ca-a45e60eb67c5,5.8,"Russian exiles in Paris plot to collect ten million pounds from the Bank of England by grooming a destitute, suicidal girl to pose as heir to the Russian throne. While Bounin is coaching her he comes to believe she is really Anastasia. In the end the Empress must decide her claim.","{'Drama','Romance','Comedy'}",PG,,1956-12-13,1956,"Anastasia",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d1c35-6333-11e6-836e-a45e60eb67c5,8.0,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","{'Drama'}",G,,1957-04-10,1957,"12 Angry Men",Movie,http://www.wilsonsd.org/770240920121611/blank/browse.asp?a=383&BMDRN=2000&BCOB=0&c=63668,be5bdb90-5839-11e6-a324-8531257b399d
cb1ff6fd-6333-11e6-a241-a45e60eb67c5,6.9,"Nicky Ferrante is an international, European playboy setting forth on a cruise ship headed for New York to meet his wealthy fiancée. Terry McKay, a former night-club singer, is sailing to New York to be with her long-time boyfriend, who flew on ahead to close a business deal. Nicky and Terry meet on the long cruise, and romance, replete with complications, ensues.","{'Drama','Romance'}",PG,,1957-07-01,1957,"An Affair to Remember",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
cb1d940f-6333-11e6-9eec-a45e60eb67c5,7.2,"A classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.","{'Drama','War','History'}",PG,,1957-10-02,1957,"The Bridge on the River Kwai",Movie,,be5bdb90-5839-11e6-a324-8531257b399d
